No.,Category,Level ,Question,Ans.1,Ans.2,Ans.3,Ans.4,Correct Ans.
392,English,Intermediate,"If someone is ""proactive,"" they:",Wait for things to happen.,Act before a problem occurs.,Complain a lot.,Do the bare minimum.,B
393,English,Hard,"What is a ""bottleneck"" in a work process?",A fast part of the project.,Something that slows down the whole process.,A celebration.,A type of software.,B
394,English,Hard,"Which word is a synonym for ""Objective""?",Biased,Fair,Angry,Fast,B
395,English,Hard,"If you are ""swamped"" at work, you are:",Bored.,Very busy with too much work.,On vacation.,Fired.,B
396,English,Hard,"What does ""to touch base"" mean?",To play a sport.,To contact someone briefly to check progress.,To clean the office.,To quit a job.,B
397,English,Hard,Which word describes someone who is easy to talk to and friendly?,Hostile,Approachable,Distant,Strict,B
398,Situational,Easy,You see a coworker violating a safety rule what do you do?,Correct them politely on the spot,Take a photo and share online,Report to supervisor immediately,Ignore if no harm yet,A
399,Situational,Easy,You are managing a project with a tight deadline. One of your key team members falls ill and cannot contribute for a week. What is your best course of action?,Panic and rush to complete the project without their input,Cancel the project due to setback,Reassign their task to other team members and adjust the timeline,Wait for them to return and do nothing in the meantime,C
400,Situational,Easy,"You work as a front desk clerk for a hotel. When you try to confirm the room reservation for a family, you find that another clerk accidentally canceled it. How should you handle the situation?",Tell the family your co-worker is always messing up,"Assign the family a room, even though it doesn't compare",Get your coworker to resolve the problem,Apologize for the error and work with the family to find a suitable room,D
401,Situational,Intermediate,A co-worker decides to listen to her radio at work because it helps keep her alert. You cannot concentrate. How should you handle this situation?,Bring in a radio and play it really loud,Suggest that your co-worker use headphones,Complain about the music to your other co-workers,Tell your co-worker that she is being inconsiderate and to stop,B
402,Situational,Intermediate,"The warehouse where you work has several pallets that must be moved. You see Paul, a new employee, begin to drive the forklift. You know he is not certified. How should you handle this?",Tell a certified co-worker to help you move the pallets,Tell Paul to drive the forklift slowly and carefully,Stop Paul and explain why it is unsafe for uncertified workers,Ask your supervisor to review safety procedures at the next meeting,C
403,Situational,Intermediate,"You are one of ten employees. Last week, everyone else received a new computer and printer, but you did not. How should you handle this situation?",Talk to your supervisor to see if a mistake was made,Complain to your co-workers that it is unfair,Confront your supervisor and demand a new computer,Take a co-worker's computer and printer,A
404,Situational,Intermediate,"At the end of a long shift, you pass a self-checkout lane and notice a customer having a problem paying for her groceries. The card reader keeps saying ""Cannot read card."" How should you handle this?",Tell the customer to pay with a different type of credit card,Ignore the customer and clock out for the day,Ask the cashiers if their card readers have been having problems,Tell the customer that you will go get a supervisor who can help her,D
405,Situational,Hard,The morning rush at the coffee shop where you work has finally ended. Now the store is getting just a few customers every hour. How should you handle this situation?,Take a long break because there is nothing to do,Wait patiently until the manager gives you a task,Begin clearing tables and preparing for the midday rush,Look busy even though you don't know what you should be doing,C
406,Situational,Hard,"Everyone in the office shares one copy machine. Every time you use the copy machine after your co-worker Alex, there is no paper in it. How should you handle this situation?",Check the copy machine each morning to make sure it has paper,Tell your supervisor that Alex never refills the paper,Make all your copies after Alex leaves for the day,Ask Alex to refill the copy machine if he uses all the paper,D
407,Situational,Hard,"If you find yourself in a situation where you are required to make a PowerPoint presentation and you are already bogged down by too much work, as the manager what would you do?",Cancel the seminar and reschedule according to your convenience,Take an alternative mode of presentation,Prioritize your work and try to squeeze out time for it,"Pass the buck to your subordinate, you are the boss",C
408,Situational,Hard,"Two of your teammates are arguing during a meeting, making it hard to focus on the task, what do you do?",Ignore them and continue to work,Choose a side and support the one who is correct,Calmly suggest they take the discussion offline and focus on the task,Walk out of the meeting until they resolve it,C
409,IQ,Easy,Which one of the following makes the best comparison? Finger is to hand as leaf is to?,Twig,Tree,Branch,Blossom,C
410,IQ,Easy,If you rearrange the letters “CIFAIPC” you would have the name of a?,City,Animal,Ocean,Country,C
411,IQ,Easy,"Which number should come next in the pattern 7, 10, 8, 11, 9, 12, ?",10,13,11,14,A
412,IQ,Intermediate,"Which number completes the series 1, 3, 6, 10, 15, ?",18,21,25,28,B
413,IQ,Intermediate,"What comes next: 10, 10, 9, 7, 7, ?, 4, 4, 3, 1",6,5,7,2,A
414,IQ,Intermediate,"144, 233, 377, 610, ____, 1597, 2584. What is the missing number?",1110,1287,987,961,C
415,IQ,Intermediate,Two people were walking in opposite directions. Both walked 6 miles then took a right and walked 8 miles. How far is each from starting positions?,14 miles and 14 miles,10 miles and 10 miles,6 miles and 6 miles,8 miles and 8 miles,B
416,IQ,Hard,Which doesn't belong?,Square,Triangle,Circle,Cube,D
417,IQ,Hard,Which is the odd one by symmetry?,X,O,N,H,C
418,IQ,Hard,"3, 7, 13, 21, 31. What number comes next in the sequence?",37,45,43,39 / (E: 49),C
419,IQ,Hard,Which of the five is least like the other four?,Eel,Shark,Dolphin,Swordfish / (E: Turtle),C
420,IQ,Hard,"A, B, D, G, K. Which letter comes next in the sequence?",N,P,M,O / (E: Q),B
421,Logic,Intermediate,All poets are dreamers. Some dreamers are musicians. Which must be true?,Some poets are musicians,All musicians are dreamers,All poets are dreamers,Some musicians are poets,C
422,Logic,Intermediate,"If ""Zim"" means ""fast"" and ""Tora"" means ""train,"" what does ""Zim Tora"" mean?",Slow train,Fast train,Fast car,Train station,B
423,Logic,Intermediate,A is taller than B. B is taller than C. Which is true?,C is taller than A,A is taller than C,B is taller than A,C is taller than B,B
424,Logic,Intermediate,"If a statement is true: ""Some cats are black."" Which is also true?",All cats are black,No cats are black,At least one cat is black,All black things are cats,C
425,Logic,Intermediate,A Tiebreaker is an additional contest carried out to establish a winner among tied contestants. Choose one situation that represents a Tiebreaker.,"At halftime, the score is tied at 2-2 in a football match",Serena and Maria have each secured 1 set,The umpire tosses a coin to decide who bats first,RCB and KKR each finished at 140 all out,D
426,Logic,Intermediate,"In a certain code “564” means “study very hard”, “736” means “hard work pays” and “423” means “study and work”. Which is the code for “work”?",5,3,6,4,B
427,Logic,Intermediate,"If ‘white’ is called ‘yellow’, ‘yellow’ is called ‘blue’, ‘blue’ is called ‘red’, ‘red’ is called ‘black’... what is the colour of light emitting from bulb?",Blue,Red,Yellow,Black,C
428,Logic,Intermediate,Find the odd one out.,GOM,NSR,BJH,EMK,B
429,Math,Easy,Which fraction is the biggest?,3/5,5/8,1/2,4/7,B
430,Math,Easy,13 x 82 / 4 = 0.125 x ?,2132,59 x 36,8696,2312 / 2^2,A
431,Math,Easy,"If you divide 30 by half and add ten, what do you get?",25,50,70,100,C
432,Math,Intermediate,"Mary who is sixteen years old, is four times as old as her brother. How old will she be when she is twice as old as her brother?",20,24,22,26,B
433,Math,Intermediate,110 divided by 10 is:,11,10,5,None of these,A
434,Math,Intermediate,Solve 24 ÷ 8 + 2.,5,6,8,12,A
435,Math,Intermediate,The solution of 2x - 3 = 7 is:,5,7,12,11,A
436,Math,Intermediate,The solution of 2y + 9 = 4 is:,9/2,4/9,- 2/5,-5/2,D
437,Math,Intermediate,What should be added to -7/3 to get 3/7?,21/58,58/21,47/21,50/21,B
438,Math,Intermediate,The difference between two whole numbers is 66. The ratio of the two numbers is 2:5. The two numbers are:,60 and 6,100 and 33,110 and 44,99 and 33,C
439,Math,Hard,The solution for 3m = 5m – (8/5) is:,8/5,4/5,5/4,4/3,B
440,Math,Hard,"If x is an even number, then the next even number is:",x+1,x+2,x+3,x+4,B
441,Math,Hard,The multiplicative inverse of 7^-2 is:,7^2,7,1/7^2,1/7,A
442,Math,Hard,The factorization of 12a^2b + 15ab^2 gives:,3ab(4ab+5),3ab(4a+5b),3a(4a+5b),3b(4a + 5b),B
443,English,Easy,She ____ have short hair but now it is long,use to,used to,didn’t,before,B
444,English,Easy,I'll send it to you ________ I get the money,in case,until,unless,as soon as,D
445,English,Easy,She's wearing a _____ dress,beautiful long black,long black beautiful,black long beautiful,long beautiful black,A
446,English,Intermediate,I'd love to ____ in the 19th century,have lived,have been lived,live,lived,A
447,English,Intermediate,I ____ to Germany last year,went,go,goes,gone,A
448,English,Intermediate,It was the first time he _____ anything spicy,had eaten,had been eating,was eating,has eaten,A
449,English,Intermediate,Could you tell me _____?,where the bus stop is,where is the bus stop,the bus stop is where,is where the bus stop,A
450,English,Intermediate,I wish he ____ so rude to people when we go out,wont be,hadn’t been,didn’t be,wouldn’t be,D
451,English,Intermediate,"_____ spent time abroad when I was a student, I found it easier to get used to ___ in another country",having..living,to have …living,having …live,have …live,A
452,English,Intermediate,He ____ ever works as ____ hardly as he should,hard …hardly,hardly…hardly,hard…hard,hardly…hard,D
453,English,Hard,Take a sandwich with you ___ you get hungry,in case,when,if,so as not to,A
454,English,Hard,I wouldn’t say that to him if I ___ you,was,am,would be,were,D
455,English,Hard,- Lets go to the cinema. - Great idea! What film ___ we watch,are we going to,shall,will,do,B
456,English,Hard,- Congratulations on your promotion! - Thanks! I ____ towards this for years.,have worked,have been working,work,worked,B
457,Situational,Intermediate,You see a classmate copying answers during an exam. What should you do?,Ignore it because it’s not your problem,Tell other classmates about it,Report it,Help him / Ask him for answers,C
458,Situational,Intermediate,"You are working on a group assignment, but one member is not contributing. What is the best action?",Do all the work yourself,Remove their name without telling them,Talk to him,Inform the instructor / Ignore,C
459,Situational,Intermediate,You find useful information online for your assignment. What should you do?,Copy it without mentioning the source,Rewrite it slightly and submit,Properly cite the source,Share it with classmates incompletely,C
460,Situational,Intermediate,You accidentally break university equipment. What should you do?,Leave it and say nothing,Blame someone else,Report it,Hide the damage,C
461,Situational,Intermediate,A friend asks you to share answers to a homework assignment. What should you do?,Give them all the answers,Send them the assignment rephrased,Ignore them,Help them understand the material,D
462,Situational,Intermediate,You are part of a team project and notice one member is using AI or online tools to generate work without understanding it.,Ignore it,Report them immediately,Discuss the issue with the instructor,Use the same method yourself,C
463,Situational,Intermediate,"You are given access to shared class materials, including answers to past exams. What should you do?",Use them during exams secretly,Share them with all students,Use them only for studying if allowed,Sell them to other students,C
464,Situational,Intermediate,Your friend asks you to sign attendance for them. What should you do?,Do it to help them,Do it and explain it’s wrong,Refuse and advise them to attend properly,Ask for something in return,C
465,Situational,Intermediate,"You are leading a student project, and your team is behind schedule. One member suggests copying work from another group.",Agree to meet the deadline,Ignore the suggestion,Find another solution,Copy only a small part,C
466,Situational,Intermediate,You are applying for an internship and can exaggerate your skills to increase your chances. What should you do?,Exaggerate to stand out,Lie only a little,Be honest about your abilities,Copy someone else’s CV,C
467,Situational,Intermediate,You are part of a competition and your team finds a loophole in the rules that gives an unfair advantage.,Use it to win,Keep it secret,Ask organizers for clarification,Share it only with your team,C
468,Situational,Intermediate,"You notice a teacher made an error that benefits the whole class (e.g., easier grading). What should you do?",Stay silent,Inform classmates only,Raise the issue respectfully,Take advantage of it,C
469,Situational,Intermediate,You are offered access to leaked exam questions before a test. What should you do?,Use them to prepare,Share them with friends,Refuse and report the situation,Look at them briefly,C
470,Situational,Intermediate,You are selected for a competitive internship but know another student is more qualified. What should you do?,Accept the offer without thinking,Decline immediately,Accept but reflect on fairness,Inform others to create conflict,C
471,Situational,Intermediate,"A friend asks you to recommend them for an internship, but you know they are not reliable. What should you do?",Recommend them anyway,Refuse,Politely decline to recommend,Exaggerate their strengths,C
472,Situational,Intermediate,You are given access to a shared drive with confidential student records by mistake. What is the best action?,Review the files out of curiosity,Download useful information,Report the issue and avoid accessing,Share the access with friends,C
473,Situational,Intermediate,"Your team wins a competition, but you know part of your solution violated the rules slightly. What should you do?",Stay silent and accept the win,Justify it since you worked hard,Disclose the issue to organizers,Blame the team leader,C
474,Situational,Intermediate,"You are working on a startup idea with classmates, and one member shares the idea externally without consent.",Ignore it,Remove them from the team,Address issue and clarify expectations,Share the idea publicly as well,C
475,Situational,Intermediate,You are offered extra marks in exchange for helping a teacher with unrelated personal tasks. What should you do?,Accept the offer,Refuse politely,Report the situation,Accept but not tell anyone,C
476,Situational,Intermediate,A teammate suggests excluding a weaker member from a presentation to get better grades. What should you do?,Agree to improve results,Ignore the suggestion,Advocate for fair participation,Let others decide,C
477,Situational,Intermediate,You realize that your resume includes a certification you did not fully complete. What should you do?,Leave it as it is,Clarify your level honestly,Hope no one notices,Add more exaggerated details,B
478,Situational,Intermediate,You are interning and notice another intern sharing company data on social media unintentionally.,Ignore it,Share it as well,Inform them and report if necessary,Take screenshots and keep them,C
479,Situational,Intermediate,You are given early access to internship interview questions through a friend who already interviewed.,Use them to prepare answers,Share them with others,Avoid using them as it is unfair,Memorize only key parts,C
480,Situational,Intermediate,The professor is giving an online lecture and clearly says that no one should record it. What should you do?,Record it for yourself,Record and share with class,Do not record and focus on attending,Record and share with friends,C
481,Situational,Intermediate,You are taking an online programming exam. What should you do?,Use NotebookLM,Use cloude code,Use Github,None of the above,D
482,Situational,Intermediate,You are taking an online math exam. What should you do?,Use NotebookLM,Use Chatgpt,Use Git&Github,None of the above,D
483,Situational,Intermediate,You are taking an online English exam. What should you do?,Use NotebookLM,Use Copilot,Use Github,None of the above,D
484,Situational,Intermediate,You are doing an internship and are clearly instructed not to use any AI tools to complete a task. What should you do?,Use AI tools but hide it,Ask a friend outside company to help,Ask colleague/supervisor for guidance,Give the task to someone else,C
485,English,Easy,Choose the correct sentence:,She go to school every day.,She goes to school every day.,She going to school every day.,She gone to school every day.,B
486,English,Easy,Choose the correct article: I saw ___ dog in the park.,a,an,the,no article,A
487,English,Easy,Choose the correct plural:,childs,children,childes,childs’,B
488,English,Easy,Choose the correct verb form: They ___ playing football now.,is,are,am,be,B
489,English,Easy,Choose the synonym of “big”:,small,tiny,large,short,C
490,English,Easy,Choose the antonym of “hot”:,warm,cool,cold,heat,C
491,English,Easy,Choose the correct sentence:,He don’t like milk.,He doesn’t likes milk.,He doesn’t like milk.,He not like milk.,C
492,English,Easy,Choose the correct preposition: The book is ___ the table.,in,on,at,under,B
493,English,Easy,Choose the synonym of “fast”:,slow,quick,late,weak,B
494,English,Easy,Choose the antonym of “happy”:,sad,glad,joy,smile,A
495,English,Easy,Choose the correct sentence:,I am 10 years old.,I have 10 years.,I am 10 year.,I has 10 years old.,A
496,English,Easy,Choose the correct word: She ___ a teacher.,am,is,are,be,B
497,English,Easy,Choose the synonym of “easy”:,hard,simple,difficult,complex,B
498,English,Easy,Choose the antonym of “tall”:,high,short,long,big,B
499,English,Easy,Choose the correct tense: I ___ my homework yesterday.,do,does,did,doing,C
500,English,Easy,Choose the correct sentence:,We was happy.,We were happy.,We is happy.,We be happy.,B
501,English,Easy,Choose the synonym of “start”:,begin,stop,end,finish,A
502,English,Easy,Choose the antonym of “clean”:,dirty,neat,clear,fresh,A
503,English,Easy,Choose the correct word: I have ___ apple.,a,an,the,no article,B
504,English,Easy,Choose the correct sentence:,She can sings.,She can sing.,She cans sing.,She singing.,B
505,English,Easy,Choose the synonym of “smart”:,clever,dull,slow,lazy,A
506,English,Easy,Choose the antonym of “open”:,close,closed,shut,lock,B
507,English,Easy,Choose the correct preposition: He is good ___ math.,at,in,on,with,A
508,English,Easy,Choose the correct sentence:,They plays football.,They play football.,They playing football.,They played footballs.,B
509,English,Easy,Choose the synonym of “rich”:,poor,wealthy,weak,small,B
510,English,Easy,Choose the antonym of “strong”:,powerful,weak,big,tough,B
511,English,Easy,Choose the correct word: She ___ reading a book.,is,are,am,be,A
512,English,Easy,Choose the correct sentence:,I no understand.,I not understand.,I don’t understand.,I doesn’t understand.,C
513,English,Easy,Choose the synonym of “quick”:,slow,fast,late,early,B
514,English,Easy,Choose the antonym of “new”:,old,young,modern,fresh,A
515,English,Easy,Choose the correct word: We ___ to school every day.,go,goes,going,went,A
516,English,Easy,Choose the correct sentence:,He have a car.,He has a car.,He having a car.,He haves a car.,B
517,English,Easy,Choose the synonym of “happy”:,joyful,angry,tired,upset,A
518,English,Intermediate,Choose the correct sentence:,She has went home.,She has gone home.,She have gone home.,She gone home.,B
519,English,Intermediate,Choose the synonym of “ancient”:,modern,old,new,recent,B
520,English,Intermediate,Choose the antonym of “increase”:,rise,grow,decrease,expand,C
521,English,Intermediate,"Choose the correct form: If I ___ you, I would study more.",am,was,were,be,C
522,English,Intermediate,Choose the correct sentence:,I have been to Paris last year.,I went to Paris last year.,I have gone to Paris last year.,I go to Paris last year.,B
523,English,Intermediate,Choose the synonym of “brave”:,cowardly,fearless,weak,shy,B
524,English,Intermediate,Choose the antonym of “generous”:,kind,selfish,giving,helpful,B
525,English,Intermediate,Choose the correct word: She is interested ___ music.,on,in,at,for,B
526,English,Intermediate,Choose the correct sentence:,He is more taller than me.,He is taller than me.,He more tall than me.,He is tallest than me.,B
527,English,Intermediate,Choose the synonym of “difficult”:,easy,simple,hard,light,C
528,English,Intermediate,Choose the antonym of “accept”:,receive,admit,reject,take,C
529,English,Intermediate,Choose the correct tense: They ___ dinner when I arrived.,eat,were eating,ate,eating,B
530,English,Intermediate,Choose the correct sentence:,She didn’t went.,She didn’t go.,She not go.,She don’t go.,B
531,English,Intermediate,Choose the synonym of “rapid”:,slow,fast,late,weak,B
532,English,Intermediate,Choose the antonym of “success”:,victory,failure,win,progress,B
533,English,Intermediate,Choose the correct word: This is the ___ book I’ve read.,good,better,best,well,C
534,English,Intermediate,Choose the correct sentence:,I look forward to see you.,I look forward to seeing you.,I look forward see you.,I look forward saw you.,B
535,English,Intermediate,Choose the synonym of “famous”:,unknown,well-known,hidden,secret,B
536,English,Intermediate,Choose the antonym of “possible”:,likely,certain,impossible,sure,C
537,English,Intermediate,Choose the correct preposition: He is afraid ___ spiders.,from,of,at,on,B
538,English,Intermediate,Choose the correct sentence:,Neither of them are ready.,Neither of them is ready.,Neither of them be ready.,Neither of them ready.,B
539,English,Intermediate,Choose the synonym of “improve”:,worsen,develop,break,reduce,B
540,English,Intermediate,Choose the antonym of “polite”:,rude,kind,gentle,calm,A
541,English,Intermediate,Choose the correct word: I prefer tea ___ coffee.,than,to,over,with,B
542,English,Intermediate,Choose the correct sentence:,She has less friends than me.,She has fewer friends than me.,She have fewer friends than me.,She has little friends than me.,B
543,English,Intermediate,Choose the synonym of “lazy”:,active,idle,busy,hardworking,B
544,English,Intermediate,Choose the antonym of “expand”:,grow,increase,shrink,extend,C
545,English,Intermediate,Choose the correct tense: I ___ here for five years.,live,lived,have lived,living,C
546,English,Intermediate,Choose the correct sentence:,He suggested to go.,He suggested going.,He suggested go.,He suggested went.,B
547,English,Intermediate,Choose the synonym of “calm”:,peaceful,angry,loud,wild,A
548,English,Intermediate,Choose the antonym of “strong”:,powerful,weak,solid,firm,B
549,English,Intermediate,Choose the correct word: She insisted ___ paying.,in,on,at,for,B
550,English,Intermediate,Choose the correct sentence:,The news are good.,The news is good.,The news be good.,The news were good.,B
551,English,Hard,Choose the correct sentence:,Hardly had I arrived when it started raining.,Hardly I had arrived when it started raining.,Hardly had I arrived than it started raining.,Hardly I arrived when it started raining.,A
552,English,Hard,Choose the synonym of “meticulous”:,careless,precise,rough,vague,B
553,English,Hard,Choose the antonym of “ambiguous”:,unclear,vague,definite,confusing,C
554,English,Hard,Choose the correct structure: No sooner ___ he left than the phone rang.,did,had,has,was,B
555,English,Hard,Choose the correct sentence:,She is used to wake up early.,She is used to waking up early.,She used to waking up early.,She is use to waking up early.,B
556,English,Hard,Choose the synonym of “ubiquitous”:,rare,everywhere,hidden,unknown,B
557,English,Hard,Choose the antonym of “scarce”:,rare,limited,abundant,few,C
558,English,Hard,Choose the correct word: He denied ___ the money.,take,taking,to take,took,B
559,English,Hard,Choose the correct sentence:,"If I would have known, I would come.","If I had known, I would have come.","If I know, I would have come.","If I had know, I would come.",B
560,English,Hard,Choose the synonym of “eloquent”:,silent,fluent,dull,weak,B
561,English,Hard,Choose the antonym of “transparent”:,clear,visible,opaque,bright,C
562,English,Hard,Choose the correct sentence:,He would rather to stay home.,He would rather stay home.,He would rather staying home.,He rather stay home.,B
563,English,Hard,Choose the synonym of “candid”:,honest,secretive,hidden,FALSE,A
564,English,Hard,Choose the antonym of “optimistic”:,hopeful,cheerful,pessimistic,confident,C
565,English,Hard,Choose the correct word: She succeeded ___ passing the exam.,in,on,at,for,A
566,English,Hard,Choose the correct sentence:,"Not only he is smart, but also hardworking.","Not only is he smart, but also hardworking.","Not only he smart, but also hardworking.","Not only is he smart, but he also hardworking.",B
567,English,Hard,Choose the synonym of “obsolete”:,modern,outdated,current,new,B
568,English,Hard,Choose the antonym of “rigid”:,stiff,flexible,firm,hard,B
569,English,Hard,Choose the correct word: He is capable ___ solving the problem.,to,of,in,at,B
570,English,Hard,Choose the correct sentence:,I wish I was taller.,I wish I were taller.,I wish I am taller.,I wish I be taller.,B
571,English,Hard,Choose the synonym of “contemplate”:,ignore,consider,forget,avoid,B
572,English,Hard,Choose the antonym of “hostile”:,aggressive,friendly,angry,violent,B
573,English,Hard,Choose the correct sentence:,"The more you practice, the better you become.","The more you practice, better you become.","More you practice, the better you become.","The more you practice, the more better you become.",A
574,English,Hard,Choose the synonym of “resilient”:,weak,strong,fragile,soft,B
575,English,Hard,Choose the antonym of “superficial”:,shallow,deep,light,simple,B
576,English,Hard,Choose the correct word: She prevented him ___ leaving.,to,from,in,on,B
577,English,Hard,Choose the correct sentence:,Scarcely had he spoken when they interrupted him.,Scarcely he had spoken when they interrupted him.,Scarcely had he spoken than they interrupted him.,Scarcely he spoken when they interrupted him.,A
578,English,Hard,Choose the synonym of “pragmatic”:,theoretical,practical,abstract,idealistic,B
579,English,Hard,Choose the antonym of “diligent”:,hardworking,lazy,careful,active,B
580,English,Hard,Choose the correct word: He is accused ___ theft.,for,of,with,in,B
581,English,Hard,Choose the correct sentence:,It’s high time we leave.,It’s high time we left.,It’s high time we leaving.,It’s high time we have left.,B
582,English,Hard,Choose the synonym of “intricate”:,simple,complex,easy,plain,B
583,English,Hard,Choose the antonym of “benevolent”:,kind,generous,cruel,helpful,C
584,Logic,Easy,"What comes next in the sequence: 2, 4, 6, 8, ?",9,10,11,12,B
585,Logic,Easy,Rearrange the letters in “TCA” to form a word.,Act,Cat,Tac,All of the above,D
586,Logic,Easy,Which number is the largest?,14,19,17,16,B
587,Logic,Easy,"What comes next: A, B, C, D, ?",E,F,G,H,A
588,Logic,Easy,"If you have 5 oranges and get 3 more, how many oranges do you have?",6,7,8,9,C
589,Logic,Easy,Which one is different?,Dog,Cat,Lion,Chair,D
590,Logic,Easy,"What comes next: 10, 20, 30, ?",35,40,45,50,B
591,Logic,Easy,"If today is Tuesday, what day is tomorrow?",Monday,Wednesday,Thursday,Friday,B
592,Logic,Easy,Which number is even?,5,7,12,9,C
593,Logic,Easy,"What comes next: 1, 3, 5, 7, ?",8,9,10,11,B
594,Logic,Easy,Which letter comes after P?,O,Q,R,S,B
595,Logic,Easy,Which is a fruit?,Table,Car,Mango,Shoe,C
596,Logic,Easy,"What comes next: 15, 14, 13, ?",12,11,10,9,A
597,Logic,Easy,Which shape has 4 sides?,Triangle,Circle,Square,Oval,C
598,Logic,Easy,What is 3 × 4?,7,10,12,14,C
599,Logic,Easy,Which one is not a color?,Red,Blue,Green,Book,D
600,Logic,Easy,"What comes next: Z, Y, X, ?",U,V,W,T,C
601,Logic,Easy,Which number is the smallest?,21,18,25,20,B
602,Logic,Easy,Rearrange the letters in “GOD” to form a word.,Dog,Good,GoD,Godd,A
603,Logic,Easy,"What comes next: 5, 10, 15, 20, ?",22,24,25,30,C
604,Logic,Easy,Which one is different?,Apple,Banana,Orange,Pencil,D
605,Logic,Easy,"If you have 10 pens and lose 2, how many pens remain?",6,7,8,9,C
606,Logic,Easy,Which letter comes before H?,G,F,I,J,A
607,Logic,Easy,"What comes next: 3, 6, 9, ?",10,11,12,13,C
608,Logic,Easy,Which is the largest?,32,29,41,38,C
609,Logic,Easy,"If today is Friday, what day was yesterday?",Wednesday,Thursday,Saturday,Sunday,B
610,Logic,Easy,"What comes next: B, D, F, ?",G,H,I,J,B
611,Logic,Easy,Which number is odd?,18,24,31,40,C
612,Logic,Easy,Rearrange the letters in “PALE” to form a word.,Leap,Plea,Pale,All of the above,D
613,Logic,Easy,"What comes next: 100, 90, 80, ?",60,65,70,75,C
614,Logic,Easy,Which is an animal?,Tiger,Table,Cup,Fan,A
615,Logic,Easy,What is 20 ÷ 4?,4,5,6,8,B
616,Logic,Easy,"What comes next: 7, 14, 21, ?",24,27,28,30,C
617,Logic,Easy,"Which letter comes next: C, D, E, F, ?",G,H,I,J,A
618,Logic,Easy,Which one is different?,Bus,Train,Bicycle,Banana,D
619,Logic,Intermediate,"What comes next in the sequence: 2, 6, 12, 20, ?",28,30,32,36,B
620,Logic,Intermediate,"In a certain code, “BOOK” is written as “CPPL”. How is “PEN” written?",QFO,QEP,QFN,RFO,A
621,Logic,Intermediate,Rearrange the letters in “LISTEN” to form a word.,Silent,Tinsel,Inlets,All of the above,D
622,Logic,Intermediate,"If all roses are flowers and all flowers need water, then:",All roses need water,Some roses need water,No roses need water,No valid conclusion,A
623,Logic,Intermediate,A clock shows 3:00. What is the angle between the hour hand and the minute hand?,60 degrees,90 degrees,120 degrees,180 degrees,B
624,Logic,Intermediate,"What comes next: 1, 4, 9, 16, ?",20,21,25,36,C
625,Logic,Intermediate,"Which number is missing: 5, 10, 20, ?, 80",30,35,40,45,C
626,Logic,Intermediate,"If “CAT” is coded as “DBU”, how is “DOG” coded?",EPH,EOG,FPH,DPH,A
627,Logic,Intermediate,Which one does not belong?,Car,Bus,Train,Potato,D
628,Logic,Intermediate,"What comes next: A, C, F, J, ?",M,N,O,P,C
629,Logic,Intermediate,"If all students are readers and some readers are writers, what can be concluded?",All students are writers,Some students are definitely writers,Some students might be writers,No students are writers,C
630,Logic,Intermediate,A man walks 4 km north and then 3 km east. How far is he from the starting point?,3 km,4 km,5 km,7 km,C
631,Logic,Intermediate,"Which number replaces the question mark: 3, 6, 12, 24, ?",30,36,42,48,D
632,Logic,Intermediate,"What comes next: B, E, H, K, ?",L,M,N,O,C
633,Logic,Intermediate,A train travels 60 km in 1 hour. How far will it travel in 2.5 hours?,120 km,130 km,150 km,180 km,C
634,Logic,Intermediate,"In a certain code, “RED” is written as “SFE”. How is “BLUE” written?",CMVF,CMVF (duplicate),CMWF,DMWF,B
635,Logic,Intermediate,"What comes next: 11, 13, 15, 17, ?",18,19,20,21,B
636,Logic,Intermediate,"If all pens are tools and some tools are expensive, then:",All pens are expensive,Some pens are expensive,Pens may be expensive,No pen is expensive,C
637,Logic,Intermediate,Rearrange the letters in “RACB” to form a word.,Carb,Crab,Arcb,Brac,B
638,Logic,Intermediate,"What comes next: 2, 5, 10, 17, ?",24,26,28,30,B
639,Logic,Intermediate,"If today is Monday, what day will it be after 10 days?",Wednesday,Thursday,Friday,Saturday,B
640,Logic,Intermediate,"Which letter comes next: Z, X, V, T, ?",R,S,Q,P,A
641,Logic,Intermediate,A father is 40 years old and his son is 10 years old. After how many years will the father be twice as old as the son?,10,15,20,25,C
642,Logic,Intermediate,"What comes next: 4, 8, 16, 32, ?",48,56,64,72,C
643,Logic,Intermediate,Which number does not belong?,9,16,25,27,D
644,Logic,Intermediate,"If “MOON” is coded as “NPPQ”, how is “STAR” coded?",TUBS,TUBQ,SUBQ,TCBS,A
645,Logic,Intermediate,A bag contains 3 red balls and 2 blue balls. How many balls must you pick without looking to guarantee getting a red ball?,1,2,3,4,C
646,Logic,Intermediate,Which word is different?,Circle,Square,Triangle,Bottle,D
647,Logic,Intermediate,"What comes next: C, F, I, L, ?",M,N,O,P,C
648,Logic,Intermediate,A clock shows 6:00. What is the angle between the hour hand and minute hand?,90 degrees,120 degrees,150 degrees,180 degrees,D
649,Logic,Intermediate,"If all doctors are educated and some educated people are musicians, then:",All doctors are musicians,Some doctors are musicians,Doctors might be musicians,No doctors are musicians,C
650,Logic,Intermediate,"What comes next: 21, 18, 15, 12, ?",7,8,9,10,C
651,Logic,Intermediate,Rearrange the letters in “NGAERDO” to form a word.,Dragon,Dangerous,Orange,Garden,A
